CONTROL,VIV_SEL,HOGAR,R_SEL,FAC_ELE
0140348,03,01,02,000723
0140348,04,01,06,001446
0140348,05,01,01,000482
0140353,01,01,01,000182
0140353,02,01,02,000364
0140353,03,01,01,000364
0140353,04,01,02,000364
0140353,05,01,01,000182
0140363,01,01,01,000374
0140363,03,01,05,001122
0140363,04,01,01,000187
0140363,05,01,01,000374
0140364,02,01,01,000338
0140364,03,01,01,000338
0140364,05,01,01,000507
0140365,01,01,01,000157
0140365,02,01,02,000314
0140365,04,01,03,000471
0140365,05,01,01,000628
0140366,01,01,01,000558
0140366,02,01,02,000372
0140366,03,01,01,000186
0140366,04,01,03,000558
0140366,05,01,02,000372
0140367,01,01,01,000483
0140367,02,01,03,000483
0140367,03,01,01,000322
0140367,04,01,01,000161
0140367,05,01,01,000322
0140369,01,01,03,000627
0140369,02,01,02,001254
0140369,04,01,02,000627
0140369,05,01,01,000418
0140372,01,01,02,000780
0140372,03,01,01,000390
0140372,05,01,03,000780
0140373,01,01,02,000356
0140373,02,01,04,000712
0140373,03,01,02,000356
0140373,04,01,02,000356
0140373,05,01,02,000534
0140374,01,01,01,000178
0140374,02,01,02,000356
0140374,03,01,01,000356
0140374,04,01,01,000534
0140374,05,01,04,000712
0140375,01,01,03,000792
0140375,02,01,01,000396
0140375,03,01,02,000396
0140375,04,01,02,000396
0140375,05,01,02,000396
0140376,01,01,01,000540
0140376,02,01,02,000360
0140376,03,01,02,000540
0140376,04,01,01,000360
0140376,05,01,02,000360
0140378,01,01,01,000336
0140378,03,01,02,000504
0140378,04,01,03,000672
0140379,01,01,01,000728
0140379,02,01,01,000182
0140379,03,01,01,000364
0140379,04,01,02,000546
0140379,05,01,03,000546
0140381,01,01,02,000304
0140381,02,01,01,000608
0140381,03,01,01,000304
0140381,04,01,01,000152
0140381,05,01,01,000152
0140382,01,01,03,000672
0140382,02,01,01,000672
0140382,03,01,01,000504
0140382,04,01,01,000336
0140382,05,01,01,000168
0140383,01,01,01,000525
0140383,02,01,01,000175
0140383,03,01,02,000350
0140383,04,01,02,000700
0140383,05,01,01,000350
0140384,01,01,05,000835
0140384,02,01,04,000835
0140384,03,01,03,000668
0140384,04,01,02,000501
0140384,05,01,01,000334
0140386,01,01,03,000756
0140386,02,01,02,000945
0140386,03,01,01,000378
0140386,04,01,01,000189
0140386,05,01,02,000945
0140387,01,01,01,000340
0140387,02,01,02,000340
0140387,03,01,02,000340
0140387,04,01,01,000510
0140387,05,01,02,000510
0140388,01,01,01,000358
0140388,02,01,01,000358
0140388,03,01,02,000537
0140388,04,01,01,000358
0140388,05,01,03,000895
0140395,01,01,03,000492
0140395,02,01,01,000328
0140395,03,01,01,000492
0140395,04,01,05,000820
0140395,05,01,01,000328
0140396,01,01,01,000174
0140396,02,01,02,000522
0140396,03,01,01,000348
0140396,05,01,01,000348
0140398,01,01,02,000800
0140398,02,01,02,000320
0140398,03,01,03,000640
0140398,04,01,01,000160
0140398,04,02,02,000320
0140398,04,03,02,000320
0140398,04,04,01,000320
0140398,04,05,01,000320
0140398,05,01,02,000320
0140400,01,01,02,000436
0140400,03,01,02,000872
0140400,04,01,02,000436
0140400,05,01,02,000436
0140402,01,01,01,000151
0140402,02,01,02,000755
0140402,03,01,01,000151
0140403,01,01,02,000356
0140403,01,02,01,000356
0140403,02,01,01,000712
0140403,03,01,04,000712
0140403,03,02,01,000534
0140403,04,01,01,000178
0140403,05,01,01,000356
0140404,01,01,02,000935
0140404,02,01,01,000374
0140404,03,01,01,000187
0140404,04,01,01,000561
0140404,05,01,02,000561
0140407,01,01,01,000272
0140407,02,01,02,000272
0140407,04,01,02,000544
0140407,05,01,03,000408
0140409,01,01,01,000122
0140409,03,01,01,000122
0140409,04,01,02,000366
0140409,05,01,01,000122
0140411,01,01,04,000712
0140411,02,01,03,000534
0140411,03,01,01,000178
0140411,05,01,01,000356
0140414,01,01,01,000334
0140414,02,01,03,000668
0140414,03,01,02,000501
0140414,04,01,02,000668
0140416,01,01,01,000360
0140416,02,01,05,000900
0140416,03,01,01,000720
0140416,04,01,02,000360
0140416,05,01,01,000360
0140419,01,01,01,000402
0140419,02,01,01,000201
0140419,03,01,03,000603
0140419,04,01,03,000804
0140419,05,01,01,000402
0140420,01,01,01,000510
0140420,02,01,01,000510
0140420,03,01,01,000170
0140420,04,01,01,000170
0140420,05,01,01,000340
0150002,01,01,01,000358
0150002,02,01,02,000716
0150002,03,01,02,000358
0150002,04,01,02,000358
0150002,05,01,01,000537
0150002,06,01,02,000358
0150002,07,01,01,000716
0150002,08,01,03,000716
0150002,09,01,01,000179
0150002,10,01,01,000358
0150002,11,01,02,000537
0150002,12,01,01,000179
0150002,13,01,02,000358
0150002,14,01,01,000537
0150002,15,01,01,000537
0150002,16,01,02,000716
0150002,17,01,04,000716
0150002,19,01,01,000537
0150002,20,01,01,000358
0150003,01,01,02,000536
0150003,02,01,01,000268
0150003,03,01,01,000268
0150003,04,01,01,000268
0150003,05,01,03,000402
0150003,06,01,01,000804
0150003,07,01,04,000536
0150003,08,01,01,000402
0150003,09,01,03,000536
0150003,10,01,04,000670
0150003,12,01,01,000268
0150003,13,01,03,000670
0150003,14,01,01,000268
0150003,15,01,05,000938
0150003,17,01,02,000268
0150003,18,01,01,000402
0150003,19,01,01,000268
0150003,20,01,01,000402
0150004,01,01,01,000376
0150004,03,01,01,000376
0150004,04,01,02,000376
0150004,05,01,01,000376
0150004,06,01,02,000376
0150004,07,01,03,000564
0150004,08,01,01,000376
0150004,09,01,01,000376
0150004,10,01,01,000188
0150004,11,01,02,000376
0150004,12,01,02,000376
0150004,13,01,01,000376
0150004,14,01,02,000376
0150004,15,01,02,000376
0150004,16,01,02,000376
0150004,17,01,01,000376
0150004,18,01,01,000376
0150004,20,01,01,000188
0150007,01,01,02,000322
0150007,02,01,02,000644
0150007,03,01,02,000322
0150007,04,01,03,000644
0150007,05,01,01,000322
0150007,06,01,01,000161
0150007,07,01,01,000644
0150007,08,01,03,000483
0150007,09,01,04,000644
0150007,10,01,01,000644
0150007,11,01,02,000322
0150007,13,01,02,000483
0150007,14,01,01,000322
0150007,15,01,02,000483
0150007,16,01,01,000161
0150007,17,01,02,000644
0150007,18,01,03,000483
0150007,20,01,02,000322
0150008,01,01,02,000952
0150008,02,01,04,000544
0150008,03,01,02,000272
0150008,04,01,01,000136
0150008,05,01,01,000408
0150008,06,01,03,000408
0150008,07,01,01,000136
0150008,08,01,04,000544
0150008,09,01,01,000272
0150008,10,01,01,000272
0150008,11,01,02,000544
0150008,12,01,02,000272
0150008,13,01,02,000272
0150008,14,01,02,000272
0150008,15,01,01,000272
0150008,16,01,03,000952
0150008,17,01,04,000952
0150008,18,01,01,000272
0150008,19,01,01,000136
0150008,20,01,02,000272
0150010,01,01,05,000630
0150010,02,01,01,000378
0150010,03,01,01,000378
0150010,04,01,02,000252
0150010,05,01,02,000252
0150010,06,01,02,000378
0150010,07,01,01,000378
0150010,08,01,02,000252
0150010,09,01,01,000126
0150010,10,01,01,000126
0150010,11,01,04,000756
0150010,12,01,02,000252
0150010,13,01,01,000630
0150010,15,01,02,000252
0150010,16,01,01,000378
0150010,17,01,01,000252
0150010,18,01,02,000252
0150010,19,01,02,000756
0150010,20,01,01,000252
0150014,01,01,02,000500
0150014,02,01,01,000250
0150014,03,01,01,000250
0150014,04,01,01,000500
0150014,05,01,01,000250
0150014,06,01,02,000250
0150014,07,01,01,000125
0150014,08,01,02,000250
0150014,09,01,01,000500
0150014,10,01,01,000250
0150014,11,01,01,000375
0150014,12,01,02,000250
0150014,13,01,03,000375
0150014,14,01,01,000125
0150014,15,01,01,000250
0150014,16,01,02,000250
0150014,17,01,03,000500
0150014,18,01,01,000250
0150014,19,01,02,000500
0150014,20,01,01,000250
0150015,01,01,03,000612
0150015,02,01,01,000204
0150015,03,01,02,000816
0150015,04,01,02,000408
0150015,05,01,03,000612
0150015,06,01,01,000408
0150015,07,01,01,000612
0150015,08,01,03,000612
0150015,09,01,06,001224
0150015,11,01,01,000204
0150015,12,01,02,000612
0150015,14,01,02,000816
0150015,15,01,02,000408
0150015,16,01,02,000816
0150015,17,01,01,000816
0150015,18,01,01,000204
0150015,19,01,02,000408
0150015,20,01,02,000408
0150016,01,01,02,000384
0150016,02,01,01,000768
0150016,03,01,02,000384
0150016,04,01,01,000384
0150016,06,01,03,000576
0150016,07,01,02,000768
0150016,08,01,01,000384
0150016,09,01,02,000384
0150016,10,01,01,000384
0150016,11,01,01,000384
0150016,12,01,02,000768
0150016,14,01,02,000576
0150016,15,01,02,000384
0150016,16,01,02,000384
0150016,17,01,02,000768
0150016,18,01,01,000384
0150016,19,01,01,000576
0150016,20,01,01,000576
0150017,01,01,02,000268
0150017,02,01,02,000536
0150017,03,01,02,000268
0150017,04,01,01,000134
0150017,05,01,01,000268
0150017,06,01,02,000268
0150017,10,01,02,000268
0150017,11,01,02,000268
0150017,12,01,02,000268
0150017,14,01,03,000402
0150017,15,01,01,000268
0150017,16,01,01,000134
0150017,17,01,01,000268
0150017,18,01,01,000134
0150017,19,01,01,000268
0150019,01,01,02,000420
0150019,02,01,01,000420
0150019,03,01,02,000420
0150019,04,01,02,001680
0150019,05,01,02,000420
0150019,06,01,04,000840
0150019,07,01,01,000630
0150019,08,01,01,000210
0150019,09,01,01,000210
0150019,10,01,02,000420
0150019,11,01,04,001050
0150019,12,01,04,000840
0150019,13,01,03,000630
0150019,15,01,02,000420
0150019,16,01,02,000840
0150019,17,01,01,000630
0150019,18,01,01,000420
0150019,19,01,03,000630
0150019,20,01,02,000420
0150023,01,01,01,000438
0150023,02,01,01,000219
0150023,03,01,01,000219
0150023,04,01,01,000438
0150023,05,01,02,000438
0150023,06,01,01,000438
0150023,07,01,02,000438
0150023,08,01,02,000876
0150023,10,01,01,000219
0150023,11,01,01,000219
0150023,12,01,02,000438
0150023,13,01,02,000657
0150023,14,01,02,000438
0150023,15,01,06,000876
0150023,16,01,01,000219
0150023,17,01,01,000438
0150023,18,01,06,001533
0150023,19,01,02,000438
0150028,01,01,01,000648
0150028,02,01,02,000432
0150028,03,01,02,000648
0150028,05,01,02,001512
0150028,06,01,03,000648
0150028,07,01,02,000864
0150028,08,01,02,000432
0150028,09,01,02,000432
0150028,10,01,01,000432
0150028,11,01,03,000648
0150028,12,01,03,000648
0150028,13,01,03,000648
0150028,14,01,03,000648
0150028,15,01,01,000216
0150028,16,01,01,001296
0150028,17,01,02,000648
0150028,18,01,01,000432
0150028,19,01,02,000432
0150028,20,01,02,000432
0150030,01,01,01,000532
0150030,02,01,01,000266
0150030,03,01,01,000133
0150030,04,01,01,000266
0150030,05,01,01,000266
0150030,06,01,01,000266
0150030,07,01,01,000266
0150030,08,01,02,000266
0150030,09,01,01,000532
0150030,10,01,01,000266
0150030,11,01,01,000133
0150030,12,01,02,000266
0150030,13,01,01,000266
0150030,15,01,01,000266
0150030,16,01,01,000266
0150030,17,01,01,000399
0150030,18,01,02,000266
0150030,19,01,02,000266
0150030,20,01,02,000266
0150032,01,01,01,000268
0150032,02,01,02,000670
0150032,03,01,02,000670
0150032,04,01,02,000536
0150032,05,01,02,000670
0150032,06,01,02,000402
0150032,07,01,02,000536
0150032,08,01,01,000134
0150032,09,01,05,000670
0150032,10,01,03,000402
0150032,11,01,02,000402
0150032,12,01,04,000536
0150032,13,01,01,000268
0150032,14,01,02,000402
0150032,15,01,02,000268
0150032,15,02,02,000268
0150032,16,01,02,000268
0150032,17,01,02,000268
0150032,18,01,02,000268
0150032,19,01,01,000268
0150032,20,01,01,000268
0160001,01,01,01,000640
0160001,02,01,01,000320
0160001,03,01,01,000320
0160001,04,01,01,000480
0160001,06,01,02,000480
0160001,07,01,01,000320
0160001,08,01,01,000320
0160001,09,01,01,000320
0160001,10,01,03,000480
0160001,11,01,01,000320
0160001,12,01,01,000480
0160001,13,01,01,000480
0160001,13,02,01,000320
0160001,14,01,02,000640
0160001,15,01,02,000320
0160001,16,01,01,000160
0160001,17,01,01,000320
0160001,18,01,01,000160
0160001,19,01,01,000320
0160001,20,01,02,000320
0160003,01,01,01,000344
0160003,02,01,01,000344
0160003,03,01,02,000344
0160003,04,01,01,000172
0160003,05,01,01,000344
0160003,06,01,01,000172
0160003,07,01,02,000344
0160003,08,01,02,000344
0160003,09,01,01,000344
0160003,12,01,01,000344
0160003,13,01,01,000344
0160003,14,01,01,000344
0160003,15,01,01,000344
0160003,16,01,02,000344
0160003,17,01,01,000344
0160003,18,01,01,000344
0160003,19,01,02,000344
0160003,20,01,02,000344
0160004,01,01,02,000364
0160004,02,01,02,000364
0160004,03,01,02,000546
0160004,03,02,02,000364
0160004,04,01,02,000546
0160004,05,01,02,000364
0160004,06,01,03,000546
0160004,07,01,01,000546
0160004,08,01,01,000546
0160004,09,01,03,000546
0160004,10,01,02,000182
0160004,11,01,01,000182
0160004,12,01,07,000728
0160004,13,01,03,000546
0160004,14,01,02,000364
0160004,15,01,01,000364
0160004,16,01,01,000364
0160004,17,01,02,000364
0160004,17,02,02,000364
0160004,18,01,01,000364
0160004,19,01,01,000364
0160004,20,01,01,000182
0160010,02,01,02,000324
0160010,03,01,01,000324
0160010,04,01,02,000324
0160010,06,01,02,000324
0160010,07,01,02,000324
0160010,08,01,01,000486
0160010,09,01,01,000324
0160010,10,01,01,000162
0160010,11,01,01,000162
0160010,11,02,01,000162
0160010,11,03,01,000162
0160010,12,01,01,000162
0160010,13,01,01,000324
0160010,14,01,04,000648
0160010,15,01,01,000324
0160010,17,01,01,000162
0160010,18,01,01,000324
0160010,19,01,01,000162
0160010,20,01,02,000324
0160011,01,01,01,000153
0160011,02,01,02,000306
0160011,03,01,01,000306
0160011,04,01,01,000459
0160011,05,01,01,000153
0160011,06,01,02,000306
0160011,07,01,01,000153
0160011,08,01,02,000306
0160011,09,01,03,000612
0160011,10,01,02,000306
0160011,11,01,01,000459
0160011,12,01,02,000306
0160011,13,01,02,000306
0160011,14,01,01,000153
0160011,15,01,02,000459
0160011,16,01,06,000918
0160011,17,01,01,000918
0160011,18,01,01,000153
0160011,20,01,02,000459
0160012,01,01,01,000308
0160012,02,01,02,000308
0160012,03,01,03,000462
0160012,04,01,02,000462
0160012,05,01,01,000154
0160012,06,01,01,000154
0160012,07,01,02,000462
0160012,08,01,01,000308
0160012,09,01,01,000308
0160012,12,01,01,000308
0160012,13,01,02,000462
0160012,14,01,01,000308
0160012,15,01,02,000308
0160012,16,01,02,000308
0160012,17,01,02,000616
0160012,18,01,01,000154
0160012,19,01,02,000308
0160012,20,01,01,000154
0160013,01,01,02,000692
0160013,02,01,03,000519
0160013,03,01,01,000346
0160013,04,01,01,000346
0160013,05,01,02,000346
0160013,06,01,02,000519
0160013,07,01,02,000692
0160013,08,01,01,000346
0160013,09,01,02,000346
0160013,10,01,01,000346
0160013,11,01,01,000519
0160013,12,01,01,000346
0160013,13,01,02,000346
0160013,14,01,01,000346
0160013,15,01,01,000692
0160013,16,01,02,000346
0160013,17,01,01,000519
0160013,18,01,01,000346
0160017,01,01,03,000507
0160017,02,01,03,000507
0160017,03,01,01,000676
0160017,04,01,02,000338
0160017,05,01,02,000338
0160017,06,01,03,000507
0160017,07,01,03,000845
0160017,08,01,04,000845
0160017,09,01,02,000507
0160017,10,01,02,000338
0160017,11,01,01,000338
0160017,12,01,01,000338
0160017,13,01,01,000338
0160017,14,01,01,000676
0160017,15,01,01,000507
0160017,16,01,03,001183
0160017,17,01,02,000338
0160017,18,01,01,000507
0160017,19,01,02,000338
0160017,20,01,02,000338
0160018,01,01,02,000612
0160018,04,01,01,000153
0160018,05,01,01,000153
0160018,06,01,01,000306
0160018,07,01,01,000765
0160018,08,01,01,000153
0160018,09,01,02,000306
0160018,11,01,02,000306
0160018,13,01,03,000459
0160018,14,01,02,000306
0160018,15,01,01,000306
0160018,16,01,02,000306
0160018,17,01,01,000306
0160018,18,01,01,000306
0160018,19,01,01,000306
0160018,20,01,01,000306
0160018,21,01,02,000306
0160019,01,01,01,000177
0160019,02,01,02,000354
0160019,03,01,01,000354
0160019,04,01,02,000708
0160019,04,02,01,000354
0160019,05,01,01,000177
0160019,06,01,02,000531
0160019,07,01,02,000354
0160019,08,01,01,000177
0160019,09,01,02,000354
0160019,10,01,01,000531
0160019,11,01,02,000354
0160019,12,01,01,000354
0160019,15,01,01,000177
0160019,16,01,02,000354
0160019,17,01,02,000354
0160019,18,01,01,000354
0160019,19,01,01,000354
0160021,01,01,01,000294
0160021,02,01,01,000294
0160021,03,01,01,000441
0160021,05,01,01,000294
0160021,06,01,01,000294
0160021,07,01,04,000735
0160021,08,01,01,000147
0160021,09,01,02,000294
0160021,10,01,01,000294
0160021,11,01,01,001176
0160021,12,01,01,000294
0160021,13,01,03,000441
0160021,14,01,01,000294
0160021,15,01,01,000441
0160021,16,01,01,000882
0160021,17,01,06,000441
0160021,18,01,02,000294
0160021,19,01,06,000882
0160021,20,01,01,000294
0160022,01,01,01,000147
0160022,02,01,01,000147
0160022,03,01,01,000294
0160022,04,01,01,000294
0160022,05,01,05,000735
0160022,06,01,01,000147
0160022,07,01,01,000441
0160022,08,01,01,000147
0160022,09,01,01,000294
0160022,10,01,03,000441
0160022,11,01,01,000147
0160022,12,01,02,000294
0160022,13,01,01,000294
0160022,14,01,01,000588
0160022,15,01,02,000147
0160022,16,01,02,000294
0160022,17,01,02,000588
0160022,19,01,01,000294
0160027,01,01,03,000543
0160027,02,01,03,001086
0160027,03,01,02,000362
0160027,05,01,02,000724
0160027,06,01,01,000362
0160027,07,01,02,000362
0160027,08,01,01,000362
0160027,09,01,01,000362
0160027,10,01,02,000362
0160027,11,01,02,000543
0160027,12,01,01,000724
0160027,13,01,01,000362
0160027,14,01,01,000181
0160027,15,01,01,000905
0160027,16,01,02,000362
0160027,17,01,03,000543
0160027,18,01,01,000362
0160027,19,01,01,000543
0160027,20,01,01,000181
0160030,01,01,01,000190
0160030,03,01,01,000380
0160030,04,01,01,000190
0160030,05,01,06,000570
0160030,06,01,02,000380
0160030,07,01,01,000950
0160030,08,01,04,000950
0160030,09,01,01,000380
0160030,10,01,01,000570
0160030,11,01,01,000190
0160030,12,01,02,000380
0160030,13,01,01,000380
0160030,14,01,03,000570
0160030,15,01,02,000380
0160030,16,01,01,000190
0160030,17,01,01,000380
0160030,18,01,02,000570
0160030,19,01,02,000380
0160030,20,01,01,000570
0160031,01,01,02,000708
0160031,02,01,02,000354
0160031,03,01,01,000177
0160031,04,01,03,000531
0160031,06,01,01,000177
0160031,07,01,02,000354
0160031,08,01,02,000354
0160031,10,01,01,000354
0160031,11,01,01,000531
0160031,12,01,01,000354
0160031,13,01,02,000354
0160031,14,01,01,000354
0160031,15,01,02,000354
0160031,17,01,03,000708
0160031,18,01,01,000531
0160031,19,01,01,000177
0160031,20,01,01,000354
0160033,01,01,01,000356
0160033,02,01,02,001068
0160033,03,01,02,000356
0160033,04,01,01,000178
0160033,05,01,02,000356
0160033,06,01,07,001068
0160033,07,01,02,000712
0160033,08,01,01,000356
0160033,09,01,02,000356
0160033,10,01,06,001068
0160033,11,01,01,000356
0160033,12,01,01,000534
0160033,14,01,01,000178
0160033,15,01,02,000356
0160033,16,01,02,000356
0160033,17,01,01,000356
0160033,18,01,01,000356
0160033,19,01,01,000356
0160033,20,01,01,000356
0160035,01,01,01,000616
0160035,02,01,01,000462
0160035,03,01,01,000616
0160035,04,01,02,000308
0160035,04,02,02,000308
0160035,05,01,01,000616
0160035,06,01,02,000308
0160035,08,01,02,000308
0160035,10,01,01,000308
0160035,11,01,01,000308
0160035,12,01,01,000462
0160035,13,01,04,000616
0160035,14,01,01,000462
0160035,15,01,02,000308
0160035,16,01,03,000616
0160035,17,01,02,000308
0160035,18,01,02,000308
0160035,19,01,02,000308
0160035,20,01,01,000308
0160036,01,01,01,000190
0160036,02,01,01,000190
0160036,04,01,02,000380
0160036,06,01,01,000190
0160036,08,01,02,000380
0160036,09,01,01,000380
0160036,11,01,02,000380
0160036,12,01,01,000380
0160036,13,01,02,000380
0160036,14,01,03,000570
0160036,15,01,01,000380
0160036,16,01,01,000380
0160036,17,01,01,000570
0160036,18,01,03,000570
0160036,20,01,01,000190
0160037,01,01,02,000382
0160037,02,01,02,000382
0160037,03,01,02,000382
0160037,04,01,03,000573
0160037,06,01,01,000382
0160037,07,01,01,000382
0160037,08,01,01,000382
0160037,09,01,01,000382
0160037,10,01,01,001719
0160037,11,01,03,000573
0160037,14,01,02,000382
0160037,18,01,02,000382
0160037,19,01,05,001337
0160037,20,01,01,000191
0160037,21,01,02,000382
0160037,22,01,01,000191
0200002,01,01,01,000417
0200002,02,01,02,000834
0200002,03,01,01,001668
0200002,04,01,02,001251
0200002,05,01,01,000417
0200002,06,01,01,000834
0200002,07,01,02,000834
0200002,08,01,02,000834
0200002,09,01,02,000834
0200002,10,01,01,000417
0200002,11,01,01,000834
0200002,12,01,02,000834
0200002,13,01,01,000417
0200002,14,01,01,001251
0200002,15,01,01,000834
